Accession	Protein	MW [kDa]	pI	Rank	Peptides	Scores	SpecCount	SeqCov	Vorkommen	vIa_30min	20a_30min	40a_30min	60a_30min	80a_30min	vIb_120min	20b_120min	40b_120min	60b_120min	80b_120min
gi|15801327	DNA-binding transcriptional regulator PhoP [Escherichia coli O157:H7 EDL933]	25,5	4,9	282	4	212.2 (M:212.2)	16	31,4	vIa_30min,60a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1			1	1	3	3	3	2	2
gi|161367526	outer membrane channel protein [Escherichia coli O157:H7 EDL933]	53,7	5,3	283	6	210.8 (M:210.8)	7	15,6	80a_30min,20b_120min,40b_120min,60b_120min					1		1	1	4	
gi|194428159	oxygen-insensitive NADPH nitroreductase [Escherichia coli B171]	26,7	6,3	284	4	209.9 (M:209.9)	13	27,1	vIa_30min,20a_30min,40a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1	1	1		1	1	3	1	2	2
gi|15803056	scaffold protein [Escherichia coli O157:H7 EDL933]	13,8	4,7	285	3	208.7 (M:208.7)	20	35,9	vIa_30min,20a_30min,40a_30min,60a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	2	2	1	1	1	3	4	1	2	3
gi|145549	ClpA protein	84,1	5,9	286	7	205.0 (M:205.0)	12	13,5	20a_30min,40a_30min,vIb_120min,20b_120min,40b_120min,60b_120min		1	1			1	4	3	2	
gi|91213999	DNA methylase M [Escherichia coli UTI89]	59,3	4,9	287	5	203.0 (M:203.0)	11	14	vIb_120min,20b_120min,40b_120min,60b_120min						2	4	3	2	
gi|191168996	aldose 1-epimerase family protein [Escherichia coli B7A]	32,6	5,7	288	3	201.8 (M:201.8)	12	19,4	80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min					1	1	3	4	2	1
gi|26249631	bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase [Escherichia coli CFT073]	51	5,2	289	4	201.4 (M:201.4)	12	15,9	vIb_120min,20b_120min,40b_120min,60b_120min						2	6	3	1	
gi|194435878	putative transcriptional accessory protein [Escherichia coli 101-1]	85	5,9	290	7	198.8 (M:198.8)	9	11,1	vIb_120min,20b_120min,40b_120min,80b_120min						2	3	3		1
gi|15802863	acetyl-CoA carboxylase subunit beta [Escherichia coli O157:H7 EDL933]	33,3	8,9	291	3	198.8 (M:198.8)	28	18,8	vIa_30min,20a_30min,40a_30min,60a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	2	2	2	2	2	6	5	2	3	2
gi|218700464	2-ketoacid reductase [Escherichia coli IAI39]	35,2	6,6	292	4	197.4 (M:197.4)	16	24,4	vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min						2	6	3	3	2
gi|15804035	glutathione reductase [Escherichia coli O157:H7 EDL933]	48,6	5,6	293	3	195.9 (M:195.9)	9	12,7	vIb_120min,20b_120min,40b_120min,60b_120min						2	2	3	2	
gi|74313895	shikimate kinase I [Shigella sonnei Ss046]	19,5	5,1	294	4	195.6 (M:195.6)	22	34,7	20a_30min,40a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min		4	1			5	4	4	3	1
gi|194426403	glutathionylspermidine synthase family protein [Escherichia coli B171]	45	4,6	295	3	195.5 (M:195.5)	7	15,8	20a_30min,vIb_120min,20b_120min,40b_120min		1				3	2	1		
gi|15803555	putative oxidoreductase [Escherichia coli O157:H7 EDL933]	42,1	5,7	296	4	194.5 (M:194.5)	12	23,5	20a_30min,vIb_120min,20b_120min,40b_120min,80b_120min		1				2	5	3		1
gi|145751	dnaK suppressor (dksA)	17,5	4,8	297	2	193.6 (M:193.6)	18	41,7	vIa_30min,20a_30min,40a_30min,60a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	2	1	1	2	1	1	3	1	2	4
gi|26246147	DL-methionine transporter substrate-binding subunit [Escherichia coli CFT073]	29,3	5	298	3	191.4 (M:191.4)	6	18,1	vIb_120min,20b_120min,40b_120min,60b_120min						2	2	1	1	
gi|15803824	30S ribosomal protein S11 [Escherichia coli O157:H7 EDL933]	13,8	12,1	299	4	191.3 (M:191.3)	14	31	vIa_30min,60a_30min,80a_30min,vIb_120min,40b_120min,60b_120min,80b_120min	1			1	1	3		2	3	3
gi|55669892	Chain A, Crystal Structure Of Apo Acyl Carrier Protein From E. Coli	8,5	3,8	300	3	191.0 (M:191.0)	34	41,6	vIa_30min,20a_30min,40a_30min,60a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	2	2	3	2	3	4	6	5	3	4
gi|148184	unknown [Escherichia coli]	46,9	7,2	301	3	190.5 (M:190.5)	9	10,5	vIa_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1					2	1	2	2	1
gi|145398	ATPase delta-subunit	19,3	4,8	302	2	190.3 (M:190.3)	31	28,2	vIa_30min,20a_30min,40a_30min,60a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	3	2	2	3	2	5	5	4	3	2
gi|16131336	fused Signal Recognition Particle (SRP) receptor: membrane binding protein/conserved protein [Escherichia coli str. K-12 substr. MG1655]	54,5	4,3	303	4	190.2 (M:190.2)	10	17,3	vIa_30min,vIb_120min,20b_120min,40b_120min,60b_120min	1					3	3	2	1	
gi|15804356	hypothetical protein Z5276 [Escherichia coli O157:H7 EDL933]	13,1	6,1	304	4	188.8 (M:188.8)	10	45,5	20a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min		2				2	3	1	1	1
gi|170080715	glutaredoxin 2 [Escherichia coli str. K12 substr. DH10B]	24,3	9,4	305	3	188.8 (M:188.8)	5	27,4	vIb_120min,40b_120min						4		1		
gi|33357924	Chain Z, Real Space Refined Coordinates Of The 50s Subunit Fitted Into The Low Resolution Cryo-Em Map Of The Ef-G.Gtp State Of E. Coli 70s Ribosome	6,3	11,5	306	2	187.4 (M:187.4)	9	60,7	vIa_30min,60a_30min,vIb_120min,20b_120min,60b_120min,80b_120min	2			1		1	1		3	1
gi|26110683	Protein-export protein secB [Escherichia coli CFT073]	19,5	4,5	307	2	186.5 (M:186.5)	37	24,6	vIa_30min,20a_30min,40a_30min,60a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	3	5	2	2	2	6	5	5	3	4
gi|91214089	peptide chain release factor 3 [Escherichia coli UTI89]	59,3	5,6	308	4	186.3 (M:186.3)	7	12,3	vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min						2	1	1	2	1
gi|164414774	Chain A, The Crystal Structure Of A Dimeric Mutant Of Dihydrodipicolinate Synthase From E.Coli- Dhdps-L197y	31,1	5,7	309	4	185.8 (M:185.8)	13	26,6	vIa_30min,20a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1	1				2	3	3	2	1
gi|218699372	dTDP-6-deoxy-D-xylo-4-hexulose aminotransferase (viosamine synthase) [Escherichia coli IAI39]	41,3	6,5	310	2	185.6 (M:185.6)	5	15,1	vIb_120min,20b_120min,40b_120min						2	2	1		
gi|20150420	Chain A, Purine Repressor Mutant-Hypoxanthine-Purf Operator Complex	37,9	6,3	311	4	185.4 (M:185.4)	16	16,8	vIa_30min,20a_30min,40a_30min,60a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min	1	1	2	1	2	2	3	2	2	
gi|26249385	hypothetical protein c3550 [Escherichia coli CFT073]	10,9	5,9	312	1	185.3 (M:185.3)	11	33	vIa_30min,20a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1	1				2	3	1	2	1
gi|15803909	osmolarity response regulator [Escherichia coli O157:H7 EDL933]	27,3	6	313	4	185.2 (M:185.2)	17	28,9	vIa_30min,20a_30min,40a_30min,60a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1	1	1	1	1	1	3	3	4	1
gi|3121924	RecName: Full=Major cold shock protein	5	4,5	314	2	184.2 (M:184.2)	16	80,4	vIa_30min,20a_30min,40a_30min,60a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	2	1	2	2	1	3	2	1	1	1
gi|14488794	Chain A, Crystal Structure Of A Monomeric Form Of General Protease Inhibitor, Ecotin In Absence Of A Protease	15,8	5,8	315	3	182.9 (M:182.9)	16	40	40a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min			1			3	3	4	3	2
gi|188493925	transcription elongation factor GreA [Escherichia coli 53638]	17,6	4,6	316	5	182.8 (M:182.8)	17	39,9	vIa_30min,20a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1	1				3	3	3	4	2
gi|15800170	transcriptional regulator HU subunit beta [Escherichia coli O157:H7 EDL933]	9,2	10,2	317	3	181.6 (M:181.6)	29	48,9	vIa_30min,20a_30min,40a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	3	2	3		1	4	3	5	3	5
gi|16128663	regulatory protein for replication initiation [Escherichia coli str. K-12 substr. MG1655]	20,3	9,5	318	3	180.6 (M:180.6)	11	29,3	20a_30min,vIb_120min,20b_120min,40b_120min,80b_120min		1				2	3	3		2
gi|218690589	"putative fused malic enzyme oxidoreductase ; putative phosphotransacetylase [Escherichia coli ED1a]"	82,3	5,3	319	2	179.4 (M:179.4)	6	5	vIb_120min,40b_120min,60b_120min						1		2	3	
gi|15800552	hypothetical protein Z1021 [Escherichia coli O157:H7 EDL933]	35,2	6,6	320	2	178.6 (M:178.6)	8	15,3	vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min						1	2	1	1	3
gi|887841	peptide chain release factor 2 (RF-2)	41	4,5	321	5	177.7 (M:177.7)	12	20,1	vIa_30min,20a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	2	1				2	2	1	1	3
gi|15800526	biotin synthase [Escherichia coli O157:H7 EDL933]	38,5	5,3	322	2	177.5 (M:177.5)	5	16,2	vIb_120min,20b_120min,40b_120min						3	1	1		
gi|15802850	D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase [Escherichia coli O157:H7 EDL933]	14,1	6,6	323	2	177.1 (M:177.1)	8	26,7	vIb_120min,20b_120min,60b_120min,80b_120min						2	2		3	1
gi|87117880	IlvE [Shigella boydii]	33	5,3	324	3	176.4 (M:176.4)	13	19	vIa_30min,40a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	2		1		1	2	1	2	2	2
gi|215489573	predicted sugar transporter subunit: periplasmic-binding component of ABC superfamily [Escherichia coli O127:H6 str. E2348/69]	34,3	7,4	325	3	175.8 (M:175.8)	13	15,7	20a_30min,40a_30min,vIb_120min,20b_120min,40b_120min,60b_120min		1	2			3	2	2	3	
gi|91210258	purine nucleoside phosphoramidase [Escherichia coli UTI89]	13,2	5,5	326	1	175.3 (M:175.3)	12	25,2	vIa_30min,20a_30min,40a_30min,60a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1	2	1	1	1	1	2	1	1	1
gi|157156448	peptidyl-prolyl cis-trans isomerase (rotamase D) [Escherichia coli E24377A]	68,1	4,8	327	7	175.0 (M:175.0)	19	13,3	vIa_30min,60a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1			1		3	3	4	4	3
gi|24112628	formyltetrahydrofolate deformylase [Shigella flexneri 2a str. 301]	31,9	6,5	328	2	175.0 (M:175.0)	13	14,6	20a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min		1			1	4	3	2	1	1
gi|15800386	ferric uptake regulator [Escherichia coli O157:H7 EDL933]	16,8	5,7	329	2	174.8 (M:174.8)	15	30,4	20a_30min,40a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min		1	1			3	3	3	2	2
gi|209918916	hypothetical protein ECSE_1725 [Escherichia coli SE11]	32,5	9,7	330	4	171.0 (M:171.0)	10	24,1	20a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min		1				1	3	2	2	1
gi|209921505	glucose-6-phosphate isomerase [Escherichia coli SE11]	61,4	6	331	5	170.4 (M:170.4)	10	14	vIb_120min,20b_120min,40b_120min,60b_120min						5	2	1	2	
gi|110640787	cysteinyl-tRNA synthetase [Escherichia coli 536]	52,1	5,2	332	4	169.6 (M:169.6)	26	11,7	vIa_30min,20a_30min,40a_30min,60a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	3	3	1	1	4	2	3	4	3	2
gi|110641294	lipoprotein transporter ATP-binding subunit [Escherichia coli 536]	23,2	8	333	2	169.0 (M:169.0)	13	17,8	vIa_30min,20a_30min,40a_30min,60a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1	1	1	1		3	2	2	1	1
gi|15803718	ATP-dependent metalloprotease [Escherichia coli O157:H7 EDL933]	70,6	5,9	334	5	168.7 (M:168.7)	7	12,6	20b_120min,40b_120min,60b_120min							1	2	4	
gi|26248881	hypothetical protein c3039 [Escherichia coli CFT073]	43	7,7	335	3	168.2 (M:168.2)	4	10,9	vIb_120min,20b_120min,60b_120min						2	1		1	
gi|30064007	16S rRNA-processing protein [Shigella flexneri 2a str. 2457T]	20,6	4,5	336	4	166.9 (M:166.9)	13	37,4	vIb_120min,20b_120min,40b_120min,80b_120min						5	3	3		2
gi|91209782	phospho-2-dehydro-3-deoxyheptonate aldolase [Escherichia coli UTI89]	38	6	337	4	166.2 (M:166.2)	16	17,4	vIa_30min,20a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1	2			1	1	3	1	5	2
gi|15804156	phosphoglyceromutase [Escherichia coli O157:H7 EDL933]	56,1	5	338	4	164.1 (M:164.1)	11	10,9	vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min						2	4	3	1	1
gi|193071164	PTS-dependent dihydroxyacetone kinase, DhaK subunit [Escherichia coli E110019]	38,1	4,7	339	2	164.1 (M:164.1)	5	17,4	vIb_120min,20b_120min,40b_120min						1	2	2		
gi|215488485	30s ribosome binding factor RbfA [Escherichia coli O127:H6 str. E2348/69]	15,1	7,5	340	3	163.6 (M:163.6)	17	36,1	20a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min		1				4	3	2	4	3
gi|15799843	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase [Escherichia coli O157:H7 EDL933]	24,3	5	341	2	162.8 (M:162.8)	8	16,4	vIa_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1					1	3	1	1	1
gi|194438819	monooxygenase, luciferase family [Escherichia coli 101-1]	37,2	6,1	342	3	162.7 (M:162.7)	8	12,2	20a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min		1				1	1	1	3	1
gi|15802834	NADH dehydrogenase subunit B [Escherichia coli O157:H7 EDL933]	24,9	5,9	343	2	162.5 (M:162.5)	14	14,6	vIa_30min,20a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1	2			1	2	2	3	2	1
gi|26246712	hypothetical protein c0822 [Escherichia coli CFT073]	23,7	4,5	344	1	161.2 (M:161.2)	3	20,4	vIb_120min,20b_120min						2	1			
gi|157830814	Chain A, Peptide Deformylase	18,8	4,9	345	4	161.1 (M:161.1)	12	28,7	vIa_30min,40a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1		1			2	2	2	3	1
gi|170682479	adenylosuccinate lyase [Escherichia coli SMS-3-5]	51,4	5,7	346	3	159.7 (M:159.7)	8	14,9	vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min						1	2	3	1	1
gi|116667435	Chain A, Structure Of The 50s Subunit Of A Pre-Translocational E. Coli Ribosome Obtained By Fitting Atomic Models For Rna And Protein Components Into Cryo-Em Map Emd-1056	24,6	11,2	347	3	158.8 (M:158.8)	6	23,3	vIb_120min,60b_120min,80b_120min						1			1	4
gi|218560306	putative peptidase [Escherichia coli S88]	51,3	4,7	348	3	158.6 (M:158.6)	7	13,3	vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min						1	1	1	1	3
gi|15801864	phage shock protein PspA [Escherichia coli O157:H7 EDL933]	25,5	5,3	349	5	158.3 (M:158.3)	8	37,4	60a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min				1		2	1	1	2	1
gi|15804443	hypothetical protein Z5390 [Escherichia coli O157:H7 EDL933]	10,3	5	350	1	157.9 (M:157.9)	16	37,1	vIa_30min,20a_30min,60a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1	1		1	2	2	2	3	2	2
gi|66361575	Chain A, The Structure Of E. Coli Ump Kinase In Complex With Ump	26	9	351	2	157.0 (M:157.0)	4	21,2	vIb_120min,60b_120min,80b_120min						2			1	1
gi|15803119	outer membrane protein assembly complex subunit YfiO [Escherichia coli O157:H7 EDL933]	27,8	6,2	352	2	157.0 (M:157.0)	5	14,7	vIa_30min,vIb_120min,20b_120min,40b_120min	1					1	2	1		
gi|194428243	arginine ABC transporter, periplasmic arginine-binding protein ArtI [Escherichia coli B171]	26,9	5,7	353	4	156.3 (M:156.3)	11	28	vIa_30min,20a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	2	2				1	2	1	2	1
gi|218701182	S-ribosylhomocysteinase [Escherichia coli IAI39]	19,4	5,2	354	2	155.8 (M:155.8)	9	22,2	20a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min		1				3	2	1	1	1
gi|193068243	nucleoid-associated protein NdpA [Escherichia coli E110019]	37,8	4,6	355	2	154.3 (M:154.3)	5	15,5	vIb_120min,40b_120min,60b_120min,80b_120min						1		2	1	1
gi|15802778	DNA gyrase subunit A [Escherichia coli O157:H7 EDL933]	96,7	4,9	356	5	154.0 (M:154.0)	13	6,5	60a_30min,vIb_120min,20b_120min,40b_120min,60b_120min				1		4	3	2	3	
gi|117623294	NADH dehydrogenase [Escherichia coli APEC O1]	46,4	9,4	357	2	153.3 (M:153.3)	4	12,9	vIb_120min,20b_120min,40b_120min						2	1	1		
gi|170681729	3-deoxy-D-manno-octulosonate cytidylyltransferase [Escherichia coli SMS-3-5]	27,6	5,2	358	2	153.2 (M:153.2)	6	19,4	vIb_120min,20b_120min,60b_120min,80b_120min						2	2		1	1
gi|218703653	porphobilinogen synthase [Escherichia coli UMN026]	35,5	5,2	359	3	152.7 (M:152.7)	15	13,9	vIa_30min,20a_30min,40a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1	1	1			2	3	3	2	2
gi|56540577	PmrA [Escherichia coli]	24,9	5,4	360	3	151.7 (M:151.7)	16	25,7	vIa_30min,20a_30min,40a_30min,60a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1	1	1	1	2	2	2	1	1	4
gi|218702406	deoxyuridinetriphosphatase [Escherichia coli IAI39]	16,1	4,7	361	1	151.5 (M:151.5)	7	19,9	vIa_30min,40a_30min,vIb_120min,20b_120min,40b_120min	1		1			1	2	2		
gi|218689182	glucose-1-phosphate uridylyltransferase [Escherichia coli ED1a]	32,9	5	362	4	151.3 (M:151.3)	12	25,2	20a_30min,vIb_120min,20b_120min,40b_120min,80b_120min		2				5	2	2		1
gi|215487861	predicted GTP-binding protein [Escherichia coli O127:H6 str. E2348/69]	54,9	5,5	363	5	151.1 (M:151.1)	9	10,8	vIa_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1					2	2	1	2	1
gi|118138114	Chain X, Crystal Structure Of Ribosome With Messenger Rna And The Anticodon Stem-Loop Of P-Site Trna. This File Contains The 50s Subunit Of One 70s Ribosome. The Entire Crystal Structure Contains Two 70s Ribosomes And Is Described In Remark 400.	8,9	12,1	364	2	150.5 (M:150.5)	10	35,1	vIa_30min,60a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1			1		2	1	1	3	1
gi|15802832	NADH dehydrogenase subunit E [Escherichia coli O157:H7 EDL933]	18,6	5,2	365	3	149.8 (M:149.8)	10	28,3	60a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min				1		1	1	1	4	2
gi|15803003	thioredoxin-dependent thiol peroxidase [Escherichia coli O157:H7 EDL933]	17,6	4,9	366	2	149.8 (M:149.8)	12	28,8	vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min						2	2	3	3	2
gi|145201	adenosine deaminase	36,3	5,3	367	3	149.4 (M:149.4)	15	19,6	vIa_30min,20a_30min,40a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	2	2	1			2	3	2	2	1
gi|191167773	D-alanine--D-alanine ligase B [Escherichia coli B7A]	32,8	4,6	368	3	149.1 (M:149.1)	9	16,7	vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min						1	1	3	1	3
gi|134104426	Chain A, Crystal Structure Of E. Coli Leucine-Responsive Regulatory Protein (Lrp)	18,7	9,6	369	2	147.2 (M:147.2)	8	19	20a_30min,80a_30min,vIb_120min,20b_120min,40b_120min		1			1	1	2	3		
gi|15800345	hypothetical protein Z0776 [Escherichia coli O157:H7 EDL933]	9,8	5,4	370	2	146.9 (M:146.9)	10	55,2	80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min					1	1	3	2	1	2
gi|26247689	D-lactate dehydrogenase [Escherichia coli CFT073]	36,4	5,2	371	1	145.2 (M:145.2)	5	7,6	vIb_120min,20b_120min,40b_120min						1	2	2		
gi|88192502	Chain A, His243ala Escherichia Coli Aminopeptidase P	49,5	5,1	372	4	144.6 (M:144.6)	9	12,5	vIa_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1					2	3	1	1	1
gi|38703846	hypoxanthine-guanine phosphoribosyltransferase [Escherichia coli O157:H7 str. Sakai]	20,1	4,9	373	1	144.4 (M:144.4)	11	16,9	vIa_30min,20a_30min,40a_30min,vIb_120min,20b_120min,40b_120min,60b_120min	2	1	1			2	1	2	2	
gi|26247240	thymidylate kinase [Escherichia coli CFT073]	23,6	5,2	374	2	144.3 (M:144.3)	9	20,7	vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min						1	2	3	1	2
gi|110642311	phosphomethylpyrimidine kinase [Escherichia coli 536]	28,7	5,5	375	2	144.2 (M:144.2)	7	21,1	20a_30min,vIb_120min,20b_120min,40b_120min		1				2	2	2		
gi|157158747	bifunctional aspartokinase I/homeserine dehydrogenase I [Escherichia coli E24377A]	89	5,4	376	5	143.5 (M:143.5)	9	10	80a_30min,vIb_120min,20b_120min,60b_120min,80b_120min					1	3	2		2	1
gi|15803439	glycine cleavage system protein H [Escherichia coli O157:H7 EDL933]	13,8	3,8	377	2	143.5 (M:143.5)	8	28,7	vIb_120min,20b_120min,40b_120min,60b_120min						1	2	2	3	
gi|193062532	DNA topoisomerase I [Escherichia coli E22]	97,2	9,4	378	4	143.2 (M:143.2)	7	7,7	20a_30min,vIb_120min,20b_120min		1				4	2			
gi|89110731	hypothetical protein [Escherichia coli W3110]	20,2	5,2	379	2	143.1 (M:143.1)	7	26,1	20a_30min,vIb_120min,20b_120min,40b_120min		1				3	2	1		
gi|218701286	putative uroporphyrinogen III methylase [Escherichia coli IAI39]	42,9	4,4	380	3	143.1 (M:143.1)	5	17	vIb_120min,20b_120min,40b_120min,60b_120min						1	2	1	1	
gi|93115469	dTDP-glucose 4,6-dehydratase [Escherichia coli]	33,8	5,6	381	2	142.5 (M:142.5)	9	12,5	vIa_30min,20a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1	1				1	1	1	2	2
gi|157883954	Chain B, Glutamate 5-Kinase From Escherichia Coli Complexed With Glutamate	38	6,1	382	1	142.4 (M:142.4)	6	8,5	20a_30min,20b_120min,40b_120min		1					2	3		
gi|443293	Chain A, The Structure Of Triosephosphate Isomerase From Escherichia Coli Determined At 2.6 Angstrom Resolution	27	5,7	383	3	142.3 (M:142.3)	13	21,6	vIa_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1					1	3	3	2	3
gi|193067529	pantoate--beta-alanine ligase [Escherichia coli E110019]	31,5	6,2	384	2	142.2 (M:142.2)	9	12,4	vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min						2	1	2	2	2
gi|15803449	ribose-5-phosphate isomerase A [Escherichia coli O157:H7 EDL933]	22,8	5,1	385	3	141.7 (M:141.7)	9	35,2	vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min						3	2	1	1	2
gi|194437551	oxidoreductase UcpA [Escherichia coli 101-1]	27,8	5	386	2	141.0 (M:141.0)	3	18,3	40b_120min								3		
gi|55670416	Chain A, Crystal Structure Of Gamma-Glutamylcysteine Synthetase From Escherichia Coli B Complexed With Transition-State Analogue	58,2	5,1	387	4	140.6 (M:140.6)	7	15,1	vIa_30min,60a_30min,vIb_120min,20b_120min	1			1		3	2			
gi|208806337	argininosuccinate lyase [Escherichia coli O157:H7 str. EC4206]	50,2	5	388	2	139.4 (M:139.4)	9	12,3	vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min						3	2	1	1	2
gi|189339589	Chain A, Cryo-Em Structure Of Degp12OMP	46,8	8,9	389	4	139.1 (M:139.1)	9	17	vIb_120min,20b_120min,60b_120min,80b_120min						4	3		1	1
gi|940498	3-deoxy-D-manno-octulosonic acid 8-phosphate synthetase [Escherichia coli]	30,8	6,4	390	2	138.2 (M:138.2)	13	21,5	vIa_30min,20a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1	1			1	2	3	3	1	1
gi|30064996	heat shock chaperone IbpB [Shigella flexneri 2a str. 2457T]	16,1	5,1	391	4	136.7 (M:136.7)	9	30,3	20a_30min,20b_120min,40b_120min,60b_120min,80b_120min		1					1	1	2	4
gi|15802055	putative outer membrane protein [Escherichia coli O157:H7 EDL933]	15,6	10	392	2	133.4 (M:133.4)	13	31	vIa_30min,20a_30min,60a_30min,vIb_120min,20b_120min,40b_120min,60b_120min	1	2		1		2	2	3	2	
gi|117623762	3-hydroxy acid dehydrogenase [Escherichia coli APEC O1]	27,2	5,6	393	1	132.6 (M:132.6)	6	13,3	vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min						2	1	1	1	1
gi|16130800	predicted folate-dependent regulatory protein [Escherichia coli str. K-12 substr. MG1655]	36,1	5	394	3	131.3 (M:131.3)	10	13,2	vIa_30min,20a_30min,40a_30min,vIb_120min,20b_120min,40b_120min,60b_120min	1	1	1			2	1	3	1	
gi|26249778	hypothetical protein c3952 [Escherichia coli CFT073]	23,9	9,6	396	3	130.0 (M:130.0)	15	27,5	vIa_30min,20a_30min,vIb_120min,20b_120min,40b_120min,60b_120min	2	1				3	4	1	4	
gi|218704332	hypothetical protein ECUMN_1098 [Escherichia coli UMN026]	65,6	4,2	397	1	128.7 (M:128.7)	8	5,3	vIa_30min,vIb_120min,20b_120min,40b_120min	1					3	2	2		
gi|15803975	cell division protein FtsE [Escherichia coli O157:H7 EDL933]	24,4	9,9	398	3	127.4 (M:127.4)	10	22,5	20a_30min,40a_30min,80a_30min,20b_120min,40b_120min,60b_120min,80b_120min		2	1		1		1	3	1	1
gi|188492212	D-alanine--D-alanine ligase [Escherichia coli 53638]	39,3	4,9	399	2	126.5 (M:126.5)	10	10,2	vIa_30min,20b_120min,40b_120min,60b_120min,80b_120min	2						2	1	3	2
gi|116667424	Chain O, Structure Of The 30s Subunit Of A Pre-Translocational E. Coli Ribosome Obtained By Fitting Atomic Models For Rna And Protein Components Into Cryo-Em Map Emd-1056	9,9	10,6	400	2	126.0 (M:126.0)	23	51,2	vIa_30min,20a_30min,40a_30min,60a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	2	3	2	2	2	4	1	3	2	2
